"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"8672","567954","1972MI123001",490931,"1972MI123001",1972-10-13,NA,NA,NA,-85.6619186401367,43.3043899536133,"NAD83",-85.6619167,43.3043889,NA,"DLM","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,248.699996948242,NA,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-15 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",235344.247362333,1
"8673","567955","1986MI123001",490932,"1986MI123001",1986-09-25,NA,NA,NA,-85.731330871582,43.3507499694824,"NAD83",-85.7313333,43.35075,NA,"Mary I. Dugan","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,239.899993896484,NA,NA,NA,"crop cover","row crop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-15 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & outwash plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",235031.613298127,1
"8674","567957","1979MI081047",490934,"1979MI081047",1979-05-02,NA,NA,NA,-85.3341445922852,43.0794448852539,"NAD83",-85.3341389,43.0794444,NA,"Karl E. Pregitzer, Tom E. Williams, Karl F. Hausler","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,245.399993896484,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-16 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"flood plain & moraine","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",240817.856883212,1
"8675","567958","1980MI081067",490935,"1980MI081067",1980-06-04,NA,NA,NA,-85.7269439697266,42.7921104431152,"NAD83",-85.7269444,42.7921111,NA,"Karl E. Pregitzer, Karl F. Hausler, K. Fanish, Tom E. Williams","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,212.800003051758,0,NA,NA,"crop cover","row crop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-19 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",189066.094403369,1
"8676","567959","1974MI075001",828586,"1974MI075001",1974-11-29,NA,NA,NA,-84.4353866577148,42.1916694641113,"NAD83",-84.4353889,42.1916667,NA,"Robert Engel, James Barnes","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,288.600006103516,0,NA,NA,"grass/herbaceous cover","marshland","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-19 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"drainageway & outwash plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",280977.01137699,1
"8677","567960","NAMI075001",828587,"NAMI075001",2012-11-19,NA,NA,NA,-84.3245010375977,42.0916366577148,"NAD83",-84.3245,42.0916389,NA,"Thurman E. Sanders","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,304.200012207031,0,NA,NA,"grass/herbaceous cover","marshland","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-19 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",290167.688817069,1
"8678","567961","1976MI073202",828588,"1976MI073202",1976-08-31,NA,NA,NA,-84.8279724121094,43.7499465942383,"NAD83",-84.8279722,43.7499444,NA,"WCR, WKM","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,260,0,NA,NA,"shrub cover","native shrubs","0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-19 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",330245.164796408,1
"8679","567962","NAMI073001",828589,"NAMI073001",2012-11-20,NA,NA,NA,-84.7421340942383,43.4959983825684,"NAD83",-84.7421389,43.496,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,236.800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-20 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"moraine & till plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",317689.659663763,1
"8680","567963","1994MI065001",828590,"1994MI065001",1994-04-20,NA,NA,NA,-84.5223846435547,42.5678596496582,"NAD83",-84.5223889,42.5678611,NA,"William E. Frederick","technical soil services","correlates to named soil",NA,0,NA,NA,NA,NA,NA,272.799987792969,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-20 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine & till plain","organic, unspecified & marl","NA","mesic, limnic haplosaprists",284323.939102475,1
"8681","567964","NAMI065001",828591,"NAMI065001",2012-11-20,NA,NA,NA,-84.5231323242188,42.5688591003418,"NAD83",-84.5231389,42.5688611,NA,"unknwon","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-20 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine & till plain","organic, unspecified & marl","NA","mesic, limnic haplosaprists",284291.034532822,1
"8682","567965","1970MI045038",828592,"1970MI045038",1970-09-01,NA,NA,NA,-84.6747207641602,42.5576362609863,"NAD83",-84.6747222,42.5576389,NA,"Robert N. E. Hicks","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,267.700012207031,0,NA,NA,"crop cover","row crop",NA,NA,NA,NA,NA,NA,NA,"convex",NA,"very poorly",NA,NA,"talf",NA,2012-11-20 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & glacial drainage channel & till plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",269171.25476314,1
"8683","567966","1970MI045034",828593,"1970MI045034",1970-08-20,16,NA,NA,-84.7596969604492,42.429801940918,"NAD83",-84.7596944,42.4298056,NA,"Donald F. Gibbs","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,281,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-20 00:00:00,"Matt Bromley","correlated","Toto",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial lake & moraine","organic, herbaceous material & coprogenic material & marl","NA","mesic, limnic haplosaprists",255848.717477569,1
"8684","567967","1970MI045027",828594,"1970MI045027",2012-11-26,NA,NA,NA,-84.7274703979492,42.6834449768066,"NAD83",-84.7274722,42.6834444,NA,"Robert N. E. Hicks","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,260.5,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-26 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",269742.308710193,1
"8685","567968","1969MI045013",828595,"1969MI045013",1969-09-10,NA,NA,NA,-84.7248077392578,42.512279510498,"NAD83",-84.7248056,42.5122778,NA,"Robert N. E. Hicks","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,274.100006103516,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-26 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",262468.864999166,1
"8686","567969","1966MI045040",828596,"1966MI045040",1966-10-19,NA,NA,NA,-84.7113571166992,42.6861381530762,"NAD83",-84.7113611,42.6861389,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,259.5,NA,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2012-11-26 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",271385.96753783,1
"8687","567970","1966MI045012",828597,"1966MI045012",1966-08-03,NA,NA,NA,-84.7349700927734,42.5648612976074,"NAD83",-84.7349722,42.5648611,NA,"Robert N. E. Hicks","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,268.100006103516,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-26 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & glacial drainage channel","organic, unspecified & marl","NA","mesic, limnic haplosaprists",263681.742766685,1
"8688","567971","1965MI045008",828598,"1965MI045008",1965-07-29,NA,NA,NA,-84.6037750244141,42.6461906433105,"NAD83",-84.6037778,42.6461944,NA,"Robert N. E. Hicks","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,264.899993896484,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-29 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",279769.705804872,1
"8689","567972","1964MI045017",828599,"1964MI045017",1964-11-13,NA,NA,NA,-84.716194152832,42.6863632202148,"NAD83",-84.7161944,42.6863611,NA,NA,"soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,259,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-29 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",270941.456854103,1
"8690","567973","1973MI045005",828600,"1973MI045005",1973-05-18,NA,NA,NA,-84.7278060913086,42.6826629638672,"NAD83",-84.7278056,42.6826667,NA,"E. Selden Cowan","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,260.5,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-29 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",269674.153480425,1
"8691","567974","1967MI045030",828601,"1967MI045030",1969-07-17,NA,NA,NA,-84.7204437255859,42.5115013122559,"NAD83",-84.7204444,42.5115,NA,NA,"soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,273.600006103516,0,NA,NA,"crop cover","row crop","2",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-26 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, unspecified & marl","NA","mesic, limnic haplosaprists",262859.610358886,1
