"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"11530","1106774","S1974MI037002",102636,"S1974MI037002",1974-10-10,NA,NA,NA,-84.3809585571289,42.8285179138184,"NAD83",-84.3809556,42.8285194,NA,"R. Harner, N. Stroesenreuther, and W. Mettert","laboratory sampling site","correlates to named soil","40A1934",1,NA,NA,NA,NA,NA,247.600006103516,1,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","1",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-07-26 00:00:00,"Jon Quisler","correlated","Houghton",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material","NA","mesic, typic haplosaprists",309209.07513346,1
"11531","1106775","S1974MI045001",102646,"S1974MI045001",1974-10-10,NA,NA,NA,-84.7205581665039,42.6858329772949,"NAD83",-84.7204742,42.6858406,NA,"N. Stroesenreuther, E. Whiteside, and R. Engel","laboratory sampling site","correlates to named soil","40A1935",1,NA,NA,NA,NA,NA,259.100006103516,1,NA,NA,"crop cover",NA,"1",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-07-27 00:00:00,"Jon Quisler","correlated","Houghton",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & outwash plain","organic, herbaceous material","NA","mesic, typic haplosaprists",270514.095614219,1
"11532","1106776","S2007MI121008",297051,"S2007MI121008",2007-07-24,16,NA,NA,-86.1957473754883,43.4096412658691,"NAD83",-86.1957474,43.4096375,NA,"E. Segar, J. Eversoll, M. Bromley, S. Tardy","laboratory sampling site","taxadjunct to the series","07N0717",1,NA,NA,NA,NA,NA,202.5,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,"talf","linear / linear",2016-07-27 00:00:00,"Jon Quisler","correlated","Houghton",NA,"taxadjunct","established","not used","histosols","hemists","haplohemists","typic haplohemists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"marsh & pitted outwash plain","organic, unspecified","NA","mesic, typic haplohemists",215855.6304357,1
"11660","1111293","S2015MI037003A",1120353,"S2015MI037003",2015-11-17,NA,NA,NA,-84.5024719238281,42.9248313903809,"WGS84",-84.5024722,42.9248333,NA,"Jon Quisler, Matt Bromley","laboratory sampling site","correlates to named soil","16N0433",0,NA,NA,NA,NA,NA,235.199996948242,0.5,320,NA,"crop cover","row crop","1",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,NA,"linear / linear",2015-11-17 00:00:00,"Jon Quisler","sampled as","Muskego",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material & coprogenic material & marl","NA","mesic, limnic haplosaprists",302672.449565055,1
"11661","1111294","S2015MI037003B",1120353,"S2015MI037003",2015-11-17,NA,NA,NA,-84.5024719238281,42.9248313903809,"WGS84",-84.5024722,42.9248333,NA,"Matt Bromley, Carla Ahlschwede","laboratory sampling site","correlates to named soil","16N0434",0,NA,NA,NA,NA,NA,235.199996948242,0.5,320,NA,"crop cover","row crop","1",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,NA,"linear / linear",2015-11-17 00:00:00,"Jon Quisler","sampled as","Muskego",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material & coprogenic material & marl","NA","mesic, limnic haplosaprists",302672.449565055,1
"11662","1111295","S2015MI037003D",1120353,"S2015MI037003",2015-11-17,NA,NA,NA,-84.5024719238281,42.9248313903809,"WGS84",-84.5024722,42.9248333,NA,"Matt Bromley, Carla Ahlschwede","laboratory sampling site","correlates to named soil","16N0436",0,NA,NA,NA,NA,NA,235.199996948242,0.5,320,NA,"crop cover","row crop","1",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,NA,"linear / linear",2015-11-17 00:00:00,"Jon Quisler","sampled as","Muskego",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material & coprogenic material & marl","NA","mesic, limnic haplosaprists",302672.449565055,1
"11670","1111340","1967MI049008",1120396,"1967MI049008",2016-02-05,NA,NA,NA,-83.5821380615234,43.1853065490723,"NAD83",-83.5821389,43.1853056,NA,"unknown","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,236.800003051758,0.5,NA,NA,"tree cover",NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-02-05 00:00:00,"Matt Bromley","correlated","Boots",NA,"taxadjunct","established","not used","histosols","hemists","haplohemists","fibric haplohemists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, woody material","NA","mesic, fibric haplohemists",401245.490537043,1
"11671","1111341","1968MI093004",1120397,"1968MI093004",2016-02-18,NA,NA,NA,-84.0322341918945,42.5815620422363,"NAD83",-84.0322417,42.5815639,NA,"unknown","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,272.299987792969,NA,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-02-18 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, woody material","NA","mesic, typic haplosaprists",332867.675366034,1
"11672","1111342","1985MI123007A",1120398,"1985MI123007",1985-08-08,NA,NA,NA,-85.9412155151367,43.4958801269531,"NAD83",-85.9412167,43.4958806,NA,"Thomas H. Purkey, Terri M. Smith, CT","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,263.899993896484,0,45,NA,"tree cover",NA,"0",NA,NA,NA,"toeslope",NA,"linear","linear",NA,"very poorly","base slope",NA,NA,"linear / linear",2016-02-18 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & lakebed (relict) & moraine","organic, woody material","NA","mesic, typic haplosaprists",236596.879901863,1
"11673","1111343","1985MI123007B",1120398,"1985MI123007",1985-05-03,NA,NA,NA,-85.9412155151367,43.4958801269531,"NAD83",-85.9412167,43.4958806,NA,"Thomas H. Purkey, Kenneth W. Farrish","soil survey inventory","undefined observation",NA,0,NA,NA,NA,NA,NA,263.899993896484,0,45,NA,"tree cover",NA,"0",NA,NA,NA,"toeslope",NA,"linear","linear",NA,"very poorly","base slope",NA,NA,"linear / linear",2016-02-18 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & lakebed (relict) & moraine","organic, woody material","NA","mesic, typic haplosaprists",236596.879901863,1
"11674","1111344","1988MI123001",1120399,"1988MI123001",1988-06-09,NA,NA,NA,-85.8351898193359,43.4811248779297,"NAD83",-85.8351889,43.481125,NA,"Thomas H. Purkey, Robert E. Evon","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,266.5,0,NA,NA,"tree cover",NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-02-18 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & moraine","organic, woody material","NA","mesic, typic haplosaprists",240892.278430308,1
"11675","1111345","2011MI117F301",1120400,"2011MI117F301",2011-09-08,NA,NA,NA,-85.2789688110352,43.3024444580078,"NAD83",-85.2789722,43.3024444,NA,"Jon M. Quisler","soil survey inventory","undefined observation",NA,0,NA,NA,NA,NA,NA,260,0,NA,NA,"tree cover","intermixed conifers and hardwoods","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2011-09-08 00:00:00,"Jon M. Quisler","field","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists",NA,0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & moraine","organic, unspecified","NA","mesic, typic haplosaprists",261906.327360764,1
"11898","1131131","1989MI001007",1147725,"1989MI001007",1989-10-17,17,316776,4965120,-83.3173141479492,44.8159446716309,"WGS84",-83.3173167,44.8159472,NA,"Dwight S. Jerome","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,178,1,NA,NA,"tree cover","hardwoods","0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2017-07-13 00:00:00,"Eric S. Gano","correlated","Deerwood",NA,"series","established","sandy","inceptisols","aquepts","humaquepts","histic humaquepts","twelfth edition",0,"aquic","frigid","not used",48,123,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"raised beach","organic, unspecified & glaciolacustrine deposits","NA","sandy, frigid, histic humaquepts",525849.681081673,1
"11975","1148393","S2015MI015001A",1120343,"S2015MI015001",2015-08-05,NA,NA,NA,-85.1745223999023,42.7460289001465,"NAD83",-85.1745278,42.7460278,NA,"Matt Bromley, Jon Quisler, Skye Wills","laboratory sampling site","correlates to named soil",NA,0,NA,NA,NA,NA,NA,244.899993896484,1,0,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,NA,"linear / linear",2015-08-05 00:00:00,"Jon Quisler","sampled as","Houghton",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, typic haplosaprists",232110.502206646,1
"12194","1178520","2016MI037002",1213514,"2016MI037002",2016-07-16,16,NA,NA,-84.7653274536133,43.0847930908203,"NAD83",-84.7653278,43.0847944,NA,"Matt Bromley, Jonathan Diaz Cruz","ecological site data","undefined observation",NA,0,NA,NA,NA,NA,NA,197.100006103516,1,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,"concave","concave","simple","very poorly","base slope",NA,NA,"concave / concave",2016-07-21 00:00:00,"Matt Bromley, Jonathan Diaz Cruz","correlated","Houghton",NA,"taxadjunct","established","not used","histosols","saprists","sulfosaprists","typic sulfosaprists","twelfth edition",0,"aquic","mesic",NA,0,125,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel & seep","organic, unspecified","NA","mesic, typic sulfosaprists",288256.599573843,1
"12214","1178549","2016MI045005",1213543,"2016MI045005",2016-09-21,16,NA,NA,-84.9429168701172,42.6308860778809,"NAD83",-84.9429194,42.6308861,NA,"Matt Bromley, Jonathan Diaz Cruz","ecological site data","undefined observation",NA,0,NA,NA,NA,NA,NA,262.399993896484,2,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-11-29 00:00:00,"Jonathan Diaz Cruz","field","Palms",NA,"series","established","loamy","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic",NA,0,81,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"moraine","organic, unspecified","NA","loamy, mesic, terric haplosaprists",247021.583240186,1
"12216","1178551","2016MI067008",1213545,"2016MI067008",2016-08-08,16,NA,NA,-84.9945678710938,42.7926292419434,"NAD83",-84.9945694,42.7926306,NA,"Matt Bromley, Jonathan Diaz Cruz","ecological site data","undefined observation",NA,0,NA,NA,NA,NA,NA,255.899993896484,2,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-11-29 00:00:00,"Jonathan Diaz Cruz","field","Wallkill",NA,"taxadjunct","established","loamy","histosols","saprists","haplosaprists","terric haplosaprists","twelfth edition",0,"aquic","mesic","not used",0,66,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"moraine","alluvium & organic, unspecified & till, unspecified","NA","loamy, mesic, terric haplosaprists",250816.874578502,1
